audit_id,order_id,field_name,old_value,new_value,changed_at,changed_by
68890,56716,notes,XLJJZS,31KAG2,2025-07-30T01:38:20,system
68891,57337,customer_phone,52I8OU,11PLZF,2025-11-03T12:14:17,support
68892,72413,customer_phone,W1ECX6,QVGPCX,2025-12-04T15:34:34,ops
68893,84439,current_status,HXIHJH,YVKC08,2025-07-09T09:15:07,ops
68894,39068,current_status,L9AZRP,ZY9EU0,2025-08-31T05:35:37,system
68895,83296,order_total,NGVPKF,GCKOCR,2024-05-15T02:43:49,support
68896,88162,notes,YPPHK0,OVKK4D,2025-04-11T06:06:32,support
68897,56487,notes,H1W8YP,DA5PXA,2024-10-30T01:50:26,ops
68898,90042,notes,1KE993,WXK7QQ,2025-07-20T20:28:25,support
68899,91575,current_status,A3AV8M,KYLJY5,2024-08-03T02:53:37,ops
68900,77800,notes,PS2PB7,17RPDT,2024-05-26T21:00:32,support
68901,29046,current_status,H1QDLT,ERPGGB,2026-02-11T11:08:34,support
68902,67182,notes,ZARDZN,94G0TR,2025-01-31T01:19:13,support
68903,68788,current_status,LJ5ZU0,XUY0X7,2024-05-25T16:43:44,ops
68904,55471,customer_phone,UIHBB8,8TNBLH,2026-01-11T22:37:19,system
68905,109683,shipping_address,POK5KP,K95DHC,2025-12-19T09:31:23,system
68906,105862,notes,9GGVN8,HUEGES,2025-06-24T18:37:17,ops
68907,18662,customer_phone,6IH66K,JT0JF5,2024-12-13T03:04:34,ops
68908,26978,current_status,PTKYPM,XVHIVY,2025-06-04T14:22:35,system
68909,42321,customer_phone,EWCYR6,NL4GMH,2025-01-01T16:56:12,ops
68910,98436,current_status,YWVF6R,G06MQC,2025-03-17T22:23:19,ops
68911,19866,shipping_address,7221TC,JNLV2N,2025-07-01T18:09:04,ops
68912,106714,customer_phone,O3964I,PFXS76,2025-03-02T12:22:46,support
68913,1587,current_status,W8OBC4,0LBD4P,2026-01-12T12:56:03,ops
68914,118652,shipping_address,CCEEQU,RDL05L,2024-08-29T18:08:51,system
68915,3447,order_total,SLRIXL,7UTA44,2025-06-20T18:28:27,support
68916,8315,order_total,K39B1I,8BA73V,2025-04-23T11:27:21,support
68917,66617,current_status,9U8LI7,7V6NZO,2025-02-01T03:54:54,support
68918,109327,order_total,YG9XSJ,EB7395,2026-02-08T17:24:02,system
68919,15686,current_status,A81SBL,VGFOD6,2024-08-05T19:48:19,support
68920,11421,notes,7T9XDC,S1SGK0,2024-02-02T02:18:07,system
68921,39571,notes,7BTW5L,Y1ADZK,2024-05-29T02:54:29,support
68922,87448,current_status,DJ1RC0,WV9VUT,2024-01-29T16:18:34,support
68923,17301,current_status,HFIL6W,X3EQP2,2025-02-14T23:01:22,system
68924,83306,customer_phone,T3KN0D,DTXV0P,2024-03-16T23:44:48,ops
68925,86624,notes,X0OQ4E,TEO5O5,2025-10-26T12:29:42,support
68926,47915,notes,1O49OT,F11R0O,2025-05-05T15:33:19,support
68927,119665,order_total,3INQ3Q,JSUP56,2025-07-30T21:42:34,ops
68928,80645,current_status,3G0J9J,161TTQ,2024-02-28T14:07:38,ops
68929,80443,shipping_address,EXN017,GB4Z1T,2024-05-07T05:15:35,support
68930,74790,current_status,HSGZRI,KUW5CT,2025-08-23T08:09:18,support
68931,9520,notes,QAUN06,FRLZPJ,2025-03-04T15:37:08,support
68932,57980,notes,E9A8JL,G4EHVV,2025-04-18T12:46:36,system
68933,82123,customer_phone,RX2DC9,OF9K3Z,2024-03-23T15:55:30,ops
68934,30215,order_total,BG7JPR,WPBWHA,2026-01-02T05:07:16,system
68935,81751,shipping_address,FOU1O9,SGWTLV,2024-12-18T04:58:03,system
68936,20545,shipping_address,32G4AC,Q9VOI4,2025-02-09T18:40:25,system
68937,6552,current_status,FWVL2E,ITN1UV,2024-10-24T17:10:33,support
68938,47043,customer_phone,B96VLC,URLOZR,2024-02-29T21:08:08,support
68939,41880,notes,6P64HF,NIEL4V,2026-01-14T22:25:34,support
68940,9598,customer_phone,N9UH9U,0DDLCT,2025-05-28T23:17:50,system
68941,50467,shipping_address,K0PK3U,IL5T44,2024-05-21T04:23:46,support
68942,25281,shipping_address,8K4P4H,LGZA1H,2025-11-23T07:50:28,support
68943,115681,order_total,0E328U,AZMS36,2024-04-19T07:26:58,ops
68944,117277,current_status,TKUJJC,PTV156,2025-02-06T17:18:05,ops
68945,45152,order_total,OJRM2G,QV40I3,2024-05-01T03:54:21,system
68946,26169,customer_phone,8UTP4M,CKPLTD,2025-02-05T13:21:44,support
68947,90936,customer_phone,GRKLET,XQYCVC,2024-11-14T16:52:41,system
68948,79763,shipping_address,EN249D,5TOTYB,2025-09-10T17:00:42,support
68949,118862,customer_phone,JI6CH5,XZL0AQ,2024-10-10T12:03:57,ops
68950,11309,customer_phone,22S19P,H9LB6T,2024-08-04T20:55:18,support
68951,88395,notes,2T4D8Q,68MZ8G,2024-10-22T07:36:12,ops
68952,8987,current_status,5RZ3V5,MBDNF7,2025-03-05T23:33:37,support
68953,12711,order_total,7SBJQM,Y1FB2A,2025-06-09T23:26:14,system
68954,59329,customer_phone,LBDAKS,XU5F7F,2024-09-29T03:52:07,support
68955,104408,current_status,3YSODM,72W842,2024-10-25T01:01:05,system
68956,94603,order_total,JD4FHV,R2YEUK,2025-08-08T23:26:07,ops
68957,64184,current_status,4VAA9Z,V37LAV,2024-11-22T02:30:17,ops
68958,40072,notes,LW67GE,GJ41P3,2024-05-28T05:59:26,ops
68959,15166,current_status,BVMSUO,4R94RY,2025-10-24T07:23:06,system
68960,8554,shipping_address,CHLBEG,R3Y4W1,2024-07-02T11:39:44,ops
68961,43431,shipping_address,268T7C,Z8P5RJ,2024-06-04T04:08:45,ops
68962,18651,order_total,341K43,VBP6UR,2025-10-05T09:56:42,ops
68963,28032,order_total,1HGFBA,OP0NYT,2025-07-28T01:48:09,ops
68964,91464,order_total,8J6CHL,R3B7E7,2024-11-22T17:43:41,support
68965,23478,shipping_address,8JVGY4,COR8CL,2024-07-01T15:05:38,system
68966,104755,current_status,WRKQYS,BCEIGU,2024-09-04T19:10:06,support
68967,7287,customer_phone,U4H2IX,WC93V1,2025-02-10T05:34:09,support
68968,98654,notes,7DB9EJ,ONNWS7,2025-05-03T04:42:21,ops
68969,74747,current_status,ELBSL7,B97SBH,2025-04-14T11:24:47,support
68970,31226,order_total,RGW4QZ,SD6AD4,2025-03-13T12:38:11,ops
68971,48868,current_status,TWGSHI,44EFZE,2025-12-04T20:00:54,support
68972,21430,shipping_address,AHARCI,2ZDPH7,2025-01-31T02:55:49,ops
68973,106564,current_status,E3U8H2,9X1ZL2,2024-01-04T23:37:17,system
68974,85645,order_total,Q1Q1HG,W7HDY5,2024-12-26T07:58:20,system
68975,115477,shipping_address,BONFLG,N4IZYK,2024-07-17T02:45:01,support
68976,55402,customer_phone,CXBHED,ZQTKO5,2024-11-26T05:19:16,support
68977,111485,customer_phone,C236H9,BM9GVY,2024-08-08T09:49:05,system
68978,72103,notes,6FKTNR,RGDN8E,2024-12-24T10:23:49,system
68979,78206,current_status,BEH66Y,1XZKZE,2025-09-18T12:14:04,system
68980,73730,order_total,74U1UK,71QDXL,2024-09-28T19:50:13,system
68981,69364,notes,EU5YDG,OKAZO1,2025-03-31T06:36:21,support
68982,18586,order_total,G93FYX,KTVRZT,2025-10-07T02:52:33,ops
68983,61706,notes,4EZ9A1,ZV2E22,2024-05-12T14:45:06,ops
68984,119703,customer_phone,QY39ME,P92A6F,2026-02-12T21:53:47,support
68985,73180,order_total,27RPF5,4CE0QG,2025-01-07T11:31:24,support
68986,66751,current_status,OC9FF1,223T7I,2024-08-12T06:59:54,system
68987,89435,shipping_address,NS13L7,XPT5FD,2024-12-09T02:10:27,system
68988,107159,notes,4OMLHH,RY6TIM,2024-06-29T14:25:04,ops
68989,72530,shipping_address,ASIZ7D,5R4K9W,2024-09-20T16:27:50,support
68990,64309,order_total,1BD9UN,MUSCHC,2024-06-19T15:06:20,ops
68991,88013,shipping_address,OVPUBD,QD8TM7,2024-02-20T11:38:35,ops
68992,33728,order_total,Q6GIN3,P7K981,2024-10-28T14:08:07,support
68993,86945,customer_phone,MR7LLF,GSMHZL,2024-07-26T03:31:19,support
68994,109805,shipping_address,RHJJAN,RMMQDH,2024-05-02T16:25:52,system
68995,102650,order_total,BKFS2R,K9D6R7,2024-03-08T18:55:58,ops
68996,53913,customer_phone,3IQIXJ,KMLYW7,2025-11-05T10:13:55,ops
68997,15405,customer_phone,NTAL70,M1464U,2025-12-16T01:43:31,system
68998,46303,customer_phone,5SW75F,E3649V,2026-02-13T01:34:45,ops
68999,27545,current_status,FXM8NQ,CZBFEQ,2025-11-29T13:42:47,system
69000,41446,current_status,1UQEYZ,F19EM5,2025-02-07T09:15:44,system
69001,90160,customer_phone,JEVYFN,H4TAJN,2024-12-29T22:31:44,support
69002,103014,customer_phone,D6HR38,Z37WL7,2025-05-17T03:06:28,system
69003,93442,order_total,8T30XT,GY3WUH,2025-05-29T19:55:11,ops
69004,37058,current_status,R6QSW8,XC03U0,2024-11-06T13:26:12,system
69005,28306,order_total,XPKEJC,MXPI97,2024-10-29T06:35:18,ops
69006,70202,current_status,9YR8P6,TGNBHO,2025-04-27T19:27:31,ops
69007,77638,shipping_address,SOYYI8,BVA247,2024-02-07T06:29:56,system
69008,89166,notes,I8I586,X4RIDB,2025-02-18T06:07:31,system
69009,41520,notes,C7RQYC,SEB6T9,2025-06-16T17:39:11,system
69010,47534,shipping_address,X1JJMA,0XKP3E,2025-08-08T14:33:11,ops
69011,51243,order_total,SDIVK3,42VRL5,2024-01-15T15:04:56,support
69012,79122,order_total,QOULJ8,BNVXK8,2025-09-04T01:14:38,ops
69013,85449,notes,8HGHT5,WSJ3C4,2024-03-25T08:53:59,system
69014,101970,notes,EDC54W,OCEPTT,2025-01-13T02:41:06,support
69015,110280,order_total,T7ADQW,WIE90A,2024-07-08T10:44:53,support
69016,84834,current_status,670HPS,9UG980,2024-12-15T08:44:41,system
69017,41468,current_status,TWIOHB,FH9FCQ,2025-01-22T11:13:28,support
69018,52001,order_total,OVBV90,806SVN,2024-01-30T15:30:33,ops
69019,22611,order_total,COPZDJ,8NWSK1,2026-01-16T14:13:08,ops
69020,58358,current_status,RJ78UP,KGTV09,2024-08-14T15:18:37,ops
69021,117454,order_total,E9TPJQ,JDHKWF,2025-04-21T10:42:35,support
69022,97393,order_total,VUJ08Y,3UF6VS,2025-09-17T11:26:34,ops
69023,45692,customer_phone,YJY4BH,YZK2WK,2025-03-16T19:13:55,system
69024,49866,order_total,J9Z10M,EOMUYC,2024-12-16T08:57:44,system
69025,119887,notes,7F2EQF,8WMKG1,2024-09-09T10:48:38,ops
69026,30314,order_total,GUHFVC,KZU53T,2024-05-18T14:07:30,ops
69027,86316,current_status,KTQS8I,VVWEW8,2025-08-11T10:37:15,ops
69028,97254,order_total,87QTL4,YG7LY8,2024-06-05T18:12:15,ops
69029,30833,notes,M24QOK,19I7WX,2024-11-24T04:45:24,support
69030,12296,customer_phone,WBNQ1V,5OGU3D,2024-05-12T06:33:25,support
69031,3803,order_total,O7TX0G,D7WMPT,2025-10-26T08:42:04,ops
69032,56594,notes,S3M5HK,FCJ2UC,2025-07-08T10:27:58,support
69033,101431,shipping_address,JE1UM7,DNE4PF,2024-09-05T15:37:51,support
69034,96787,order_total,A7STAG,DLA19J,2025-11-04T02:11:31,support
69035,25545,shipping_address,WKHH9V,1UCWLU,2024-03-14T12:19:07,system
69036,40303,customer_phone,X69PIS,VEM9RS,2025-03-16T08:06:36,system
69037,89501,notes,ZAQ34S,W8Q6Z1,2025-07-27T23:41:43,support
69038,106447,order_total,RFKT9L,YRNLEQ,2025-02-03T14:16:52,ops
69039,41208,customer_phone,CGLRV6,XQ1E1I,2024-06-30T23:34:01,ops
69040,37229,current_status,ZCOO11,R9O328,2024-10-14T13:22:12,ops
69041,14955,current_status,Y23RE0,UIEUDI,2025-11-14T15:21:15,support
69042,31090,order_total,3IE1CU,JQWE1H,2024-10-26T19:48:58,ops
69043,29048,current_status,NIW5FJ,WBERES,2025-01-02T13:32:22,support
69044,95258,notes,NWA5RK,FH0443,2025-01-15T07:11:56,support
69045,62531,shipping_address,JOTN7M,0DM222,2025-07-04T20:07:09,ops
69046,33402,order_total,DWIEAQ,WM5ARM,2026-01-11T18:46:55,system
69047,9320,customer_phone,GR7UI4,RQWX47,2024-11-27T20:14:00,ops
69048,84480,notes,DW7KUB,3AC2UQ,2024-09-23T12:34:44,support
69049,9394,shipping_address,UJOKW4,9KKSKQ,2025-11-25T23:31:33,system
69050,111817,current_status,3PHLF0,IXRXRW,2025-03-28T08:05:45,support
69051,53945,notes,VTBFDM,0KFRHV,2024-01-16T16:39:46,system
69052,46532,order_total,4ZENLH,I08HE7,2025-11-28T19:17:59,system
69053,99652,order_total,3L0EXB,EE490N,2025-12-09T09:34:02,ops
69054,107521,current_status,JOCMGU,M0OGEY,2025-06-07T08:31:31,ops
69055,19163,shipping_address,3XHNFU,LS9CXS,2024-03-30T15:05:57,ops
69056,44322,shipping_address,W3MGD2,UNV7AN,2025-02-09T07:08:14,ops
69057,37597,current_status,608N27,X6L3S1,2025-01-30T20:33:45,support
69058,70145,customer_phone,5SMGKM,WMS9QS,2025-10-24T03:32:04,support
69059,43993,notes,RJLHMB,NC3T09,2024-09-17T00:57:52,system
69060,88768,shipping_address,XZ4YWX,5BE3AZ,2024-03-01T08:04:33,ops
69061,31554,order_total,1OOX5P,WDHFAS,2025-04-05T12:20:59,ops
69062,117684,customer_phone,KALWPV,5T239E,2024-08-18T12:25:07,ops
69063,93186,notes,GVXKWM,HG3RLP,2024-02-13T05:35:28,ops
69064,54570,customer_phone,QH933H,9R8VUA,2025-06-29T05:37:40,support
69065,84726,shipping_address,P3R0F6,HUYL52,2024-10-03T12:43:49,system
69066,114848,shipping_address,3KPWE9,2NV3Q0,2025-11-25T05:13:29,support
69067,48024,current_status,51RJF9,UFR8V3,2024-01-16T12:46:19,ops
69068,118200,order_total,TI76KT,RVYGR9,2024-05-24T23:56:36,support
69069,9530,order_total,XTXJS1,4A69VY,2025-08-24T09:01:14,support
69070,98019,order_total,N3CVX0,A6931R,2024-09-23T01:57:37,support
69071,56711,customer_phone,I5B42I,Q7T1NQ,2026-01-01T00:32:55,ops
69072,51040,shipping_address,D89Z2W,Z7QKIK,2024-07-09T05:02:54,system
69073,65275,shipping_address,366J6M,CQG0H4,2026-02-17T01:25:25,support
69074,103300,current_status,K184HL,2IQZZV,2024-05-14T06:02:51,ops
69075,86041,order_total,F89JBS,RV6BL0,2024-11-24T00:12:46,ops
69076,52419,shipping_address,JE4EQR,1D4R9Q,2025-01-23T06:53:40,support
69077,44702,order_total,H5XD1G,SF8ZOO,2025-02-28T13:11:06,system
69078,97573,notes,6NUILC,WE7BWK,2025-01-20T19:54:14,ops
69079,3144,current_status,7HO77K,SUJXR1,2025-10-31T04:23:46,system
69080,40575,shipping_address,UQZBCS,HIQMG1,2025-05-07T11:17:19,ops
69081,82586,order_total,FFQVWJ,FX6MLD,2025-09-15T20:45:19,system
69082,57725,current_status,M8XL8M,SVOT8N,2025-04-25T02:27:21,ops
69083,72064,order_total,V85DN2,G861A4,2026-01-01T00:33:08,ops
69084,18349,shipping_address,ZKJD8N,QB4UO7,2025-07-10T17:52:05,ops
69085,49787,customer_phone,0NPRLY,PSSRI6,2024-05-20T01:45:02,system
69086,100818,customer_phone,BMAV8U,MFOY2N,2024-02-17T13:36:14,system
69087,23565,shipping_address,K8HZ3X,CYJYO4,2025-03-16T00:23:02,support
69088,37860,shipping_address,0CUJ13,WXTNSS,2026-01-19T11:05:45,system
69089,71915,current_status,VLUG7C,70TE3Y,2025-05-08T20:41:43,system
69090,34852,order_total,TS6G98,MGDTIC,2025-03-12T12:41:19,system
69091,74279,customer_phone,FZRMCQ,5QJ4P2,2025-01-12T16:03:23,support
69092,23439,customer_phone,9W42UP,24DCQ9,2024-04-18T12:05:46,support
69093,53661,current_status,X1625L,0EX9FY,2025-09-22T22:57:37,support
69094,50834,customer_phone,IR7RG5,SUUR8Y,2024-01-13T15:39:35,ops
69095,63799,shipping_address,2ECPMV,B9C2F3,2024-11-12T15:30:20,ops
69096,81758,current_status,K2RHQW,ISQI4A,2025-01-22T19:16:16,ops
69097,75568,customer_phone,NOYTHH,YXID2O,2024-08-31T02:00:45,ops
69098,90295,order_total,TL7Q10,K67FU0,2025-05-06T03:38:41,ops
69099,11167,shipping_address,3MQYV1,AR2VUA,2024-02-16T16:33:16,ops
69100,68974,notes,QYS40Z,0UX28V,2024-11-23T18:20:41,ops
69101,76194,current_status,DX6UIK,V6094B,2024-11-24T02:57:32,ops
69102,29922,notes,TJ8888,K63MZT,2024-09-21T17:51:38,system
69103,112503,order_total,07RAGS,QK4RPK,2024-05-25T11:58:56,support
69104,112156,customer_phone,2HVUO8,92Y1SS,2024-04-09T18:48:15,system
69105,37738,notes,H45A9T,EXW3FV,2024-01-27T23:40:33,support
69106,91418,order_total,0ORK2C,WKVOD7,2024-02-21T04:55:57,support
69107,95290,customer_phone,2EGIB7,1HWSQ3,2024-03-15T12:00:06,system
69108,87345,customer_phone,XRMBOB,QG3HBQ,2025-01-05T14:40:45,system
69109,59506,customer_phone,57JBCH,7OERU4,2025-08-10T22:30:36,system
69110,24029,order_total,2THLSF,P837WW,2025-06-07T22:12:00,support
69111,93921,order_total,YS0D8I,D7VVU3,2025-09-14T22:06:29,support
69112,33575,current_status,NN1DWK,4T04VO,2024-06-29T04:53:51,ops
69113,110947,current_status,VLJUHX,QA2DLW,2024-02-19T03:13:54,ops
69114,5714,shipping_address,U2XOMK,4433A8,2025-01-21T11:01:20,ops
69115,45654,notes,8WVI7T,C7QP4F,2024-06-18T16:41:41,system
69116,118365,shipping_address,VAR8J4,YQ5ET2,2024-04-30T18:12:09,ops
69117,97171,current_status,6W9F71,NVRWS4,2024-11-24T13:57:08,ops
69118,102648,order_total,NW3NHQ,4FDV7L,2024-10-16T02:00:26,system
69119,19662,customer_phone,T2BUKL,V05GCI,2024-07-08T23:49:15,support
69120,10227,current_status,HDD9UP,FCRJPL,2024-08-17T04:48:58,ops
69121,115169,current_status,QMRE2Q,5125ED,2024-05-25T19:33:53,support
69122,29885,order_total,WP4KJD,MJNDQ2,2025-10-18T08:46:51,support
69123,98706,customer_phone,O9U9S0,D35X8Y,2025-05-13T19:11:41,support
69124,77509,shipping_address,B9EFYT,VK2WA7,2025-01-19T09:39:29,support
69125,68768,customer_phone,SXO9NU,307YCV,2025-02-26T03:21:25,ops
69126,88890,order_total,YQLIKV,JLUSAB,2024-05-10T04:20:51,support
69127,118695,order_total,BQPT4N,7GQ191,2025-07-10T01:52:57,ops
69128,39838,customer_phone,PO9M81,N0ORYA,2025-01-25T21:40:26,ops
69129,100144,shipping_address,NA5J2A,MGRPWX,2024-07-22T22:44:40,system
69130,86920,shipping_address,MDAAQJ,ZRFT16,2025-11-06T03:08:36,ops
69131,84001,current_status,6N9BZA,IL67B1,2024-10-26T00:23:39,ops
69132,75155,notes,OWINVY,OOV1JW,2024-11-04T02:24:45,system
69133,56532,customer_phone,XQPGA6,A5KCO8,2024-11-16T08:00:52,ops
69134,39183,shipping_address,D4ADBU,7XTS0B,2025-10-25T18:38:42,system
69135,62986,shipping_address,QXZ0B3,WOAQWJ,2024-12-06T03:12:40,support
69136,33485,customer_phone,5APK7S,LWNVY6,2026-02-12T07:05:56,ops
69137,18879,customer_phone,VD6I7N,B696LA,2024-06-22T22:46:37,system
69138,23383,notes,3HK2YK,JPKR9T,2024-08-01T19:33:15,support
69139,31650,current_status,6BYCZ9,987ISX,2024-05-27T11:49:22,system
69140,31026,order_total,FKHQU8,AJKUG6,2024-06-24T04:14:10,support
69141,56923,shipping_address,3C4DGH,HZT99Y,2025-05-10T20:05:26,support
69142,62264,customer_phone,E1YIRD,K1PROQ,2024-06-08T05:05:41,ops
69143,6768,shipping_address,BQ28M4,RJ3UMS,2024-10-08T03:58:27,system
69144,114870,customer_phone,O2AA2H,31G3JM,2025-06-18T14:32:52,support
69145,92651,current_status,WVKAVA,85R8UV,2024-07-24T05:22:41,support
69146,111404,order_total,AATMDZ,5HP86S,2025-02-17T20:13:55,system
69147,53540,notes,ZZXS8Q,XYWAM1,2024-09-24T05:57:48,support
69148,100973,order_total,5B192I,AVJIL6,2024-03-06T03:20:35,support
69149,66647,current_status,DHTCPB,CIXO6U,2025-06-30T15:46:36,system
69150,33759,shipping_address,MWLWZV,BVBMZ3,2025-11-26T15:10:36,ops
69151,112856,shipping_address,MWM3QZ,NWANLZ,2024-08-11T20:53:05,system
69152,97355,current_status,3MJEHX,EJ4KA6,2024-09-22T01:28:10,system
69153,87507,order_total,EIGL43,SOZGD5,2024-10-07T07:19:35,system
69154,80119,notes,5SCKH2,X9I76E,2024-08-06T12:51:16,system
69155,3125,shipping_address,14BW0G,64U8AA,2024-06-09T22:47:20,system
69156,11478,order_total,Y1G28F,U22QBQ,2025-05-20T22:35:54,ops
69157,112556,notes,SMCDCW,FYBKTK,2024-01-27T11:06:38,system
69158,117548,order_total,ZCPJ06,CXHKLL,2024-09-11T07:25:13,ops
69159,40510,notes,6DW0NB,UWQBCW,2025-12-17T14:51:42,ops
69160,31375,shipping_address,V9NTF5,9485M7,2025-01-29T21:32:36,system
69161,101715,notes,3E5TGA,WP24V3,2024-05-31T18:00:51,ops
69162,100465,current_status,FHE1CU,4P2229,2025-02-03T15:25:49,ops
69163,110628,notes,NIKT9Q,V4I3J9,2025-01-15T10:43:13,ops
69164,41179,current_status,6TFI7X,WTLLRR,2024-10-14T06:47:53,system
69165,16772,order_total,E2B90R,CGLQD5,2025-03-24T00:37:43,support
69166,42439,order_total,B2JEHV,1ZW1WY,2024-07-19T19:46:45,support
69167,53584,customer_phone,E7EWI1,WRZMBP,2025-11-30T06:23:16,system
69168,4904,customer_phone,0NASZC,LNMOX3,2024-05-03T16:50:23,ops
69169,20272,customer_phone,C4CWUY,VOOK65,2024-12-03T19:07:59,system
69170,112344,notes,6W6MVS,406OVM,2025-02-01T17:09:24,system
69171,19231,notes,IELY1T,IH619J,2025-03-06T18:28:10,support
69172,31872,shipping_address,Q4BBE9,3MOOKR,2025-11-28T22:21:24,system
69173,67329,shipping_address,N713SR,TA2E7F,2024-01-15T23:21:47,ops
69174,31687,current_status,CUYOI7,M4XKVA,2024-05-12T01:55:52,support
69175,34467,notes,3JCE2B,FGNCJS,2025-03-05T17:27:28,system
69176,63282,notes,XDOR3V,UG5AKI,2024-12-20T14:07:15,support
69177,108512,customer_phone,E2GVEA,9VHJWL,2024-03-14T22:54:42,system
69178,11015,customer_phone,PLIIB5,U8PVYU,2024-10-26T05:07:21,support
69179,93201,notes,P5AF5L,EVFHTG,2026-01-12T01:45:51,ops
69180,38081,customer_phone,UHHUUJ,MTKLQP,2024-11-23T01:21:23,system
69181,387,current_status,1CJ4YZ,V2B8JX,2025-02-08T18:26:52,support
69182,51178,order_total,LKFWSI,RIJR2J,2025-09-18T12:22:59,ops
69183,67493,customer_phone,PAFZZU,NYNG4R,2024-05-30T14:44:44,ops
69184,7106,order_total,LHV31B,G58WTP,2024-06-10T22:55:19,support
69185,49529,notes,RRTA48,ZTYKGD,2025-01-25T14:43:04,ops
69186,8253,order_total,AZW8G2,8A68ZF,2025-09-20T16:21:01,ops
69187,31003,notes,KIWMZW,N2SUX4,2025-01-10T00:24:05,ops
69188,44661,customer_phone,SEM5NB,P0PPT4,2025-06-08T20:06:56,ops
69189,51003,notes,KY0WNT,E0M6HQ,2025-05-28T08:34:42,support
69190,78928,notes,CA8JQE,09AINY,2025-08-07T16:48:55,support
69191,109352,notes,C6VY98,D3L4BE,2024-06-21T16:26:53,support
69192,102547,notes,PBRAJH,NBDBCT,2024-02-09T13:54:50,ops
69193,25428,current_status,61V5IS,973THQ,2025-06-21T22:28:35,support
69194,18504,notes,4ZS5GC,KAV237,2025-12-29T00:08:29,support
69195,20271,shipping_address,LK6PDY,4OOHI6,2025-05-31T04:55:00,system
69196,74407,notes,D70YFC,QDI4J9,2025-07-18T15:32:07,ops
69197,95342,customer_phone,33BWRV,E14U51,2024-02-20T06:45:21,ops
69198,63145,notes,SD6051,VYDMLM,2025-02-11T21:33:38,support
69199,119050,order_total,KRJB7S,Y2D326,2025-03-19T21:21:43,support
69200,43741,customer_phone,FX8KI9,SEY1S6,2025-12-12T14:44:55,system
69201,31230,notes,QMIJOT,P9UKNS,2024-12-12T23:18:43,system
69202,65440,notes,8JEM9C,67BU3O,2024-01-24T02:00:50,support
69203,11254,shipping_address,LRUWJ7,4F2FWQ,2025-09-26T13:07:57,system
69204,113151,current_status,S8X5AU,1K7ANE,2024-01-05T18:07:09,system
69205,98072,current_status,4MO982,E7DZN5,2025-02-06T20:31:29,system
69206,108984,notes,ZWJR1X,SYBZ0R,2024-07-26T14:09:41,support
69207,100520,customer_phone,76RAY6,30C0WA,2025-03-22T21:38:00,system
69208,112518,customer_phone,I9D3AF,Y1DBG4,2024-02-19T01:30:24,ops
69209,96391,customer_phone,KRYRUD,FAT2AJ,2025-12-11T14:21:12,support
69210,33665,notes,TCEKQD,O7DB8Z,2024-12-11T07:34:18,support
69211,55320,notes,937TH0,MLKU72,2025-09-09T00:13:37,system
69212,79796,shipping_address,KZ47NR,P4G95V,2024-12-31T16:01:03,ops
69213,17019,customer_phone,TF39PN,OZJ0Y9,2024-08-28T09:55:50,system
69214,55779,current_status,9Z9MQN,0Y9NCI,2024-08-24T00:12:37,system
69215,47776,shipping_address,1N71CC,TEF2V9,2025-03-28T13:36:45,system
69216,111723,customer_phone,EXEO28,4O3D96,2024-05-18T06:34:07,support
69217,91475,current_status,MGBDYN,S5PVT1,2024-11-24T07:04:00,support
69218,101779,current_status,VB78HU,JKIWJ8,2025-08-30T15:24:09,ops
69219,84125,current_status,DHUSVQ,4WF9DP,2024-05-27T09:26:05,ops
69220,46089,notes,BOLQ5O,AZV5PQ,2024-04-13T11:28:10,support
69221,24144,customer_phone,4F1DIE,XSP6IB,2025-04-05T19:44:32,ops
69222,116557,customer_phone,G27ZKE,WQFOWU,2025-01-16T18:52:20,support
69223,33320,order_total,XHCK6E,SQZ3C8,2026-02-07T05:37:06,system
69224,24157,notes,CBJ70X,U382QV,2024-07-03T18:54:29,support
69225,15516,notes,RDIQ21,AKCJFZ,2024-05-17T20:23:09,system
69226,47467,current_status,Y1L5YT,YJY4H5,2025-07-29T19:57:25,system
69227,42244,customer_phone,DLNTF6,EB1VS5,2025-03-14T11:04:12,system
69228,16167,notes,LFQTTJ,1T6YOH,2024-09-27T10:24:28,system
69229,101428,shipping_address,69MEUW,3QQLQD,2025-11-22T23:57:35,system
69230,118353,current_status,CVO4T3,KIWKQD,2024-09-02T17:57:02,ops
69231,48475,shipping_address,KQHZGE,O17BLE,2024-11-30T19:23:13,system
69232,116724,customer_phone,3HG4FZ,9V1FN3,2024-07-02T19:47:56,system
69233,117442,current_status,NG0H7E,EV57H2,2024-04-22T13:15:14,ops
69234,85534,order_total,QHRNLK,5E688P,2025-05-22T22:18:35,system
69235,72623,order_total,N8NI6J,7ACTBY,2025-04-17T15:58:04,support
69236,86729,customer_phone,UI986G,AXUIBH,2024-05-31T01:56:23,ops
69237,30798,notes,1M1WL6,CBQ8K1,2025-09-29T09:46:04,system
69238,8456,notes,99TDNH,5E4X09,2024-07-30T07:20:48,ops
69239,50850,customer_phone,DG4YWO,MYAPAC,2025-05-22T01:50:19,system
69240,22818,current_status,7CXM72,0ZL3RA,2025-06-10T00:51:28,support
69241,53531,order_total,ALEORZ,O66E6W,2025-10-15T17:17:57,system
69242,49460,shipping_address,UOSJR8,19ZNWN,2024-03-02T18:04:39,support
